식당ID,식당명,도로명주소,지번주소,식당위도,식당경도,식당전화번호,식당업태,영업인허가명,음식점소개내용
434680,송가네,광주광역시 동구 제봉로194번길 5,광주광역시 동구 대인동 310-6,35.1539,126.9165,062-227-0049,,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""송가네""에 방문해보세요. 금남로4가역 근처에 있습니다."
434681,관지리,광주광역시 동구 제봉로82번길 13-12,광주광역시 동구 서석동 42-4,35.147,126.9227,062-224-9312,한식,일반음식점,"""관지리""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
434682,곳간(구시청점),광주광역시 동구 백서로125번길 34,광주광역시 동구 금동 8-8,35.1447,126.9177,062-223-0027,,일반음식점,"""곳간(구시청점)""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
434683,해남식당,광주광역시 동구 양림로 117,광주광역시 동구 학동 74-24,35.14,126.9207,062-224-0706,한식,일반음식점,"광주광역시 동구에 가신다면 ""해남식당""에 방문해보세요~"
434684,돼지전설(산수직영점),광주광역시 동구 필문대로191번길 5-14,광주광역시 동구 산수동 518-1,35.1539,126.9328,062-444-9295,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""돼지전설(산수직영점)""을 추천합니다!"
434685,진스통,광주광역시 동구 충장로안길 26,광주광역시 동구 황금동 41-3,35.1477,126.916,062-233-3788,분식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""진스통""에 방문해보세요. 금남로4가역 근처에 있습니다."
434686,무슨사시미,광주광역시 동구 장동로 53-3,광주광역시 동구 동명동 135-21,35.1472,126.9274,,기타,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""무슨사시미""를 추천합니다!"
434687,산수쌈밥,광주광역시 동구 동계로 11,광주광역시 동구 동명동 207-53,35.1529,126.9242,062-225-3600,한식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""산수쌈밥""을 추천합니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
434688,계동치킨(대인점),광주광역시 동구 제봉로222번길 11,광주광역시 동구 대인동 316-24,35.1558,126.9143,062-226-7766,,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""계동치킨(대인점)""에 방문해보세요. 금남로5가역 근처에 있습니다."
434689,또봄,광주광역시 동구 의재로 23-1,광주광역시 동구 학동 737-3,35.1331,126.9301,062-225-1052,,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 학동증심사입구역 근처에 있는 ""또봄""을 추천합니다!"
434690,카페꽃피움,광주광역시 동구 동명로26번길 37,광주광역시 동구 동명동 154-122,35.1508,126.9277,,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""카페꽃피움""을 추천합니다!"
434691,똑순이식당,광주광역시 동구 양림로119번길 15-1,광주광역시 동구 학동 103-3,35.1411,126.9198,062-673-5719,한식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""똑순이식당""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
434692,맛이만나,광주광역시 동구 충장로22번길 3,광주광역시 동구 충장로5가 80-2,35.1514,126.911,062-232-4535,한식,일반음식점,"""맛이만나""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로5가역입니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
434693,지원소주방,광주광역시 동구 남문로 590,광주광역시 동구 소태동 652,35.1238,126.9325,062-224-4211,정종/대포집/소주방,일반음식점,"""지원소주방""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 소태역입니다."
434694,닭&꾼,광주광역시 동구 제봉로184번길 13-9,광주광역시 동구 대인동 308-6,35.1539,126.9179,,한식,일반음식점,"""닭&꾼""은 광주광역시 동구에 있습니다."
434695,제주흑돼지전문점 꽃담,광주광역시 동구 밤실로 48-1,광주광역시 동구 지산동 317-16,35.1519,126.9366,062-233-9992,한식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""제주흑돼지전문점 꽃담""을 방문해보세요!"
434696,김명심순두부,광주광역시 동구 독립로 256-7,광주광역시 동구 금남로5가 5-8,35.154,126.9111,062-224-5425,,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""김명심순두부""에 방문해보세요. 금남로5가역 근처에 있습니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
434697,제일,광주광역시 동구 구성로 213,광주광역시 동구 대인동 324-20,35.1543,126.9152,,한식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""제일""을 추천합니다."
434698,웰빙카페,광주광역시 동구 독립로264번길 15,광주광역시 동구 대인동 15-6,35.1539,126.9127,,분식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""웰빙카페""를 방문해보세요!"
434699,고봉커피,광주광역시 동구 문화전당로35번길 3-2,광주광역시 동구 광산동 57-3,35.1455,126.9186,,기타,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""고봉커피""를 추천합니다!"
434700,로타리맛집,광주광역시 동구 중앙로 258-1,광주광역시 동구 계림동 331-4,35.1548,126.9209,,한식,일반음식점,"""로타리맛집""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
434701,바보죽힐링카페,광주광역시 동구 의재로 145-1,광주광역시 동구 운림동 657,35.1324,126.9433,062-223-5678,호프/통닭,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""바보죽힐링카페""를 추천합니다!"
434702,진진설곰탕,광주광역시 동구 제봉로 183,광주광역시 동구 대인동 182-10,35.1526,126.9169,062-228-8838,분식,일반음식점,"""진진설곰탕""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
434703,올레계절맛집,광주광역시 동구 남문로 582,광주광역시 동구 소태동 650-6,35.123,126.9327,,기타,일반음식점,"""올레계절맛집""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 소태역입니다."
434704,계림동잔치집,광주광역시 동구 무등로306번길 6-1,광주광역시 동구 계림동 855,35.1618,126.9161,062-511-9989,기타,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""계림동잔치집""을 추천합니다!"
434705,밀물,광주광역시 동구 백서로 221,광주광역시 동구 동명동 141-9,35.1476,126.9266,,,일반음식점,"""밀물""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
434706,연희회관,광주광역시 동구 동명로 114-4,광주광역시 동구 지산동 715-42,35.1505,126.9329,062-234-3134,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""연희회관""을 추천합니다!"
434707,커피코고,광주광역시 동구 문화전당로26번길 4,광주광역시 동구 남동 34-2,35.1448,126.9201,062-236-0995,커피숍,휴게음식점,"""커피코고""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
434708,광저우88,광주광역시 동구 문화전당로35번길 12-1,광주광역시 동구 광산동 100-26,35.1455,126.9177,062-225-2427,커피숍,휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""광저우88""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
434709,전남대병원미니스톱A점,광주광역시 동구 제봉로 42,광주광역시 동구 학동 8,35.1418,126.9216,062-220-5065,기타(편의점),휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""전남대병원미니스톱A점""을 추천합니다."
434710,레몬PC방,광주광역시 동구 지호로 35,광주광역시 동구 지산동 694-47,35.1481,126.9329,,기타 휴게음식점,휴게음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""레몬PC방""을 추천합니다!"
434711,커피리나(롯데점),광주광역시 동구 독립로 262-1,광주광역시 동구 금남로5가 1-17,35.1545,126.9113,062-224-4333,커피숍,휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""커피리나(롯데점)""에 방문해보세요. 금남로5가역 근처에 있습니다."
434712,카페소그노(Sogno),광주광역시 동구 장동로 21,광주광역시 동구 장동 84-11,35.1483,126.9242,062-232-2012,커피숍,휴게음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""카페소그노(Sogno)""를 추천합니다!"
434713,스타벅스(조선대점),광주광역시 동구 지산로 3,광주광역시 동구 서석동 419-1,35.1446,126.9302,062-224-9574,커피숍,휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""스타벅스(조선대점)""를 추천합니다."
434714,펜플PC방,광주광역시 동구 필문대로 271,광주광역시 동구 동명동 118-19,35.147,126.928,,기타 휴게음식점,휴게음식점,"""펜플PC방""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
434715,배스킨라빈스(광주학동점),광주광역시 동구 남문로 664,광주광역시 동구 학동 750-4,35.1301,126.9298,062-222-4549,기타 휴게음식점,휴게음식점,"""배스킨라빈스(광주학동점)""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 학동증심사입구역입니다."
434716,카페파스쿠치(전남대병원점),광주광역시 동구 제봉로 27,광주광역시 동구 학동 67,35.1411,126.9212,062-223-8497,커피숍,휴게음식점,"""카페파스쿠치(전남대병원점)""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
434717,재미케익(광주점),광주광역시 동구 중앙로160번길 12-1,광주광역시 동구 황금동 111,35.1475,126.9144,062-264-2225,커피숍,휴게음식점,"""재미케익(광주점)""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
434718,더치&더치(대의점),광주광역시 동구 예술길 34,광주광역시 동구 대의동 69-1,35.1491,126.9193,062-227-5207,커피숍,휴게음식점,"""더치&더치(대의점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
434719,그리고 커피,광주광역시 동구 구성로 171,광주광역시 동구 충장로5가 22,35.1516,126.9121,,커피숍,휴게음식점,"""그리고 커피""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
434720,공차(광주충장로점),광주광역시 동구 중앙로 163,광주광역시 동구 충장로4가 29-2,35.1488,126.9131,062-718-9494,커피숍,휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""공차(광주충장로점)""를 추천합니다."
434721,더카페(NC웨이브충장점),광주광역시 동구 중앙로 163,광주광역시 동구 충장로4가 29-2,35.1488,126.9131,062-718-9434,커피숍,휴게음식점,"광주광역시 동구에서 식당을 찾으신다면? ""더카페(NC웨이브충장점)""를 방문해보세요!"
434722,카페젬마,광주광역시 동구 예술길 31-16,광주광역시 동구 대의동 28,35.1496,126.9202,062-233-0515,커피숍,휴게음식점,"""카페젬마""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
434723,노리터까페,광주광역시 동구 필문대로205번길 17,광주광역시 동구 산수동 519-4,35.1523,126.9328,,커피숍,휴게음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""노리터까페""를 추천합니다!"
434724,엔제리너스커피,광주광역시 동구 제봉로 88,광주광역시 동구 서석동 47-25,35.1463,126.9222,,커피숍,휴게음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""엔제리너스커피""를 추천합니다!"
434725,안녕커피,광주광역시 동구 필문대로 339,광주광역시 동구 학동 524-3,35.1415,126.9245,,커피숍,휴게음식점,"""안녕커피""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
434726,커피타임,광주광역시 동구 남문로 594-1,광주광역시 동구 소태동 653-5,35.1241,126.9324,070-7572-4145,커피숍,휴게음식점,"""커피타임""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 소태역입니다."
434727,어울림협동조합 푸른길카페,광주광역시 동구 동명로20번길 43-5,광주광역시 동구 동명동 154-82,35.1504,126.9279,062-223-3539,커피숍,휴게음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""어울림협동조합 푸른길카페""에 가보시는 건 어떨까요?"
434728,커피현상소2,광주광역시 동구 지호로 137-21,,0,0,,커피숍,휴게음식점,"""커피현상소2""를 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
434729,츄빅(충장점),광주광역시 동구 충장로 77-1,광주광역시 동구 충장로3가 15,35.1486,126.9159,062-222-9007,기타 휴게음식점,휴게음식점,"""츄빅(충장점)""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
434730,드롭탑 롯데시네마(충장점),광주광역시 동구 충장로안길 12,광주광역시 동구 황금동 12-2,35.1481,126.9145,,커피숍,휴게음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""드롭탑 롯데시네마(충장점)""를 추천합니다!"
434731,토우전통찻집,광주광역시 동구 의재로 54-2,광주광역시 동구 학동 729-8,35.1322,126.9336,062-227-9131,전통찻집,휴게음식점,"""토우전통찻집""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 학동증심사입구역입니다."
434733,설빙(충장점),광주광역시 동구 중앙로160번길 31-11,광주광역시 동구 황금동 51,35.1469,126.9163,062-233-5957,커피숍,휴게음식점,"""설빙(충장점)""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
434738,베비에르(롯데백화점 광주점),광주광역시 동구 독립로 268,광주광역시 동구 대인동 7-1,35.1545,126.9122,062-221-0696,제과점영업,제과점영업,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로5가역 근처에 있는 ""베비에르(롯데백화점 광주점)""를 추천합니다!"
457177,오춘자비어(조선대점),광주광역시 동구 필문대로287번길 19-30,광주광역시 동구 지산동 509-18,35.1455,126.9295,,호프/통닭,일반음식점,"""오춘자비어(조선대점)""는 광주광역시 동구에 있습니다."
472218,한국별관(본점),광주광역시 동구 구성로 216,광주광역시 동구 대인동 311-6,35.1543,126.9158,062-223-7605,한식,일반음식점,"""한국별관(본점)""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
472219,사이공장,광주광역시 동구 장동로 15-2,광주광역시 동구 장동 85-2,35.1486,126.924,070-7874-4000,,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""사이공장""을 추천합니다!"
472220,hide out,광주광역시 동구 문화전당로35번길 31,광주광역시 동구 금동 34-5,35.1444,126.916,,한식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""hide out""을 방문해보세요! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
472221,아마스빈(광주조선대점),광주광역시 동구 필문대로287번길 30-1,광주광역시 동구 지산동 507-27,35.1446,126.9298,062-224-0033,한식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""아마스빈(광주조선대점)""을 방문해보세요!"
472222,쪼아저씨네파스타,광주광역시 동구 중앙로160번길 15-8,광주광역시 동구 황금동 22,35.1476,126.9152,062-234-8786,,일반음식점,"""쪼아저씨네파스타""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
472223,킹콩스테이크,광주광역시 동구 서석로 33-2,광주광역시 동구 황금동 78-9,35.1465,126.9172,,경양식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""킹콩스테이크""를 방문해보세요!"
472224,박순자 녹두집,광주광역시 동구 구성로204번길 26,광주광역시 동구 대인동 154-1,35.1519,126.9164,062-223-8694,한식,일반음식점,"""박순자 녹두집""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
472225,케리부엌,광주광역시 동구 구성로152번길 20,광주광역시 동구 호남동 3-7,35.1489,126.9123,062-233-1336,분식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로4가역 근처에 있는 ""케리부엌""을 추천합니다!"
472226,고기오(조선대점),광주광역시 동구 필문대로295번길 23-12,광주광역시 동구 서석동 420-3,35.1445,126.9293,062-222-0006,한식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""고기오(조선대점)""를 방문해보세요!"
472227,천안문,광주광역시 동구 금남로 161-36,광주광역시 동구 금남로5가 74-9,35.1535,126.9123,,한식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""천안문""을 추천합니다."
472228,선미식당,광주광역시 동구 제봉로 17,광주광역시 동구 학동 55-75,35.1403,126.9218,062-222-3911,기타,일반음식점,"""선미식당""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
472229,로니끄,광주광역시 동구 동계천로 137-13,광주광역시 동구 동명동 154-72,35.1498,126.925,062-454-4501,,일반음식점,"광주광역시 동구에 있는 소문난 맛집 ""로니끄""를 방문해보세요! 2017년 11월 15일 KBS2 2TV생생정보 450회 등 여러 방송에 소개되었습니다. 이 매장은 블루리본 서베이에서 리본 1개를 받은 식당으로, ""시간을 내어 다시 방문하고 싶은 곳""이라 평가받았습니다."
472230,두꺼비로멘스(구시청점),광주광역시 동구 문화전당로35번길 16-5,광주광역시 동구 광산동 88-3,35.1455,126.9173,062-225-1929,호프/통닭,일반음식점,"""두꺼비로멘스(구시청점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
472231,팝콘팩토리(POPCORNFACTORY),광주광역시 동구 중앙로160번길 16-7,광주광역시 동구 불로동 1-21,35.1468,126.9147,070-7016-3601,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""팝콘팩토리(POPCORNFACTORY)""를 추천합니다!"
472232,커피내음,광주광역시 동구 구성로 212,광주광역시 동구 대인동 312-19,35.154,126.9154,062-227-2014,,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""커피내음""에 방문해보세요. 금남로4가역 근처에 있습니다."
472233,나노포차,광주광역시 동구 구성로152번길 20,광주광역시 동구 호남동 3-7,35.1489,126.9123,062-222-6332,정종/대포집/소주방,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""나노포차""에 방문해보세요. 금남로4가역 근처에 있습니다."
472234,가마솥곰탕,광주광역시 동구 경양로277번길 31,광주광역시 동구 계림동 288-6,35.158,126.9199,062-223-8835,기타,일반음식점,"""가마솥곰탕""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
472235,한솥도시락(조선대정문점),광주광역시 동구 백서로176번길 10,광주광역시 동구 서석동 466-1,35.1441,126.9252,062-233-2111,기타,일반음식점,"""한솥도시락(조선대정문점)""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
472236,뚱돼지숯불갈비,광주광역시 동구 증심사길30번길 39,광주광역시 동구 운림동 994,35.133,126.9593,062-222-4653,식육(숯불구이),일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""뚱돼지숯불갈비""를 추천합니다."
472237,육층집,광주광역시 동구 문화전당로35번길 16-4,광주광역시 동구 광산동 100-21,35.1455,126.9176,062-222-6679,호프/통닭,일반음식점,"""육층집""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
472238,카페허니스(롯데 본점),광주광역시 동구 독립로264번길 6,광주광역시 동구 금남로5가 9-2,35.1543,126.9118,062-234-7799,,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로5가역 근처에 있는 ""카페허니스(롯데 본점)""를 추천합니다!"
472239,광양회관,광주광역시 동구 천변우로 361-20,광주광역시 동구 호남동 5-1,35.149,126.9117,062-223-1890,한식,일반음식점,"""광양회관""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
472240,얼맥당(광주구시청점),광주광역시 동구 문화전당로35번길 18-1,광주광역시 동구 광산동 92-19,35.1454,126.9172,062-222-9022,호프/통닭,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""얼맥당(광주구시청점)""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
472241,굿스시(광주황금점),광주광역시 동구 중앙로160번길 6,광주광역시 동구 황금동 115,35.1479,126.9137,062-227-0722,기타,일반음식점,"""굿스시(광주황금점)""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
472242,보성전집,광주광역시 동구 제봉로17번길 6-1,광주광역시 동구 학동 55-95,35.1399,126.9216,062-225-1035,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""보성전집""을 추천합니다."
472243,이삭토스트,광주광역시 동구 동계로12번길 5,광주광역시 동구 동명동 207-63,35.1528,126.9248,062-267-8284,,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""이삭토스트""를 추천합니다!"
472244,마싯소한우판매장,광주광역시 동구 남문로693번길 12,광주광역시 동구 학동 896-3,35.1322,126.9273,062-223-4789,한식,일반음식점,"""마싯소한우판매장""은 광주광역시 동구에 있습니다."
472245,어반다이닝,광주광역시 동구 중앙로160번길 23-4,광주광역시 동구 황금동 57,35.147,126.9157,062-228-5757,경양식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""어반다이닝""을 추천합니다!"
472246,코끼리식당,광주광역시 동구 지호로 65,광주광역시 동구 지산동 691-37,35.1478,126.9362,062-229-1017,호프/통닭,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""코끼리식당""을 방문해보세요!"
472247,고향의맛순대국밥,광주광역시 동구 양림로 117,광주광역시 동구 학동 74-24,35.14,126.9207,062-225-1532,식육(숯불구이),일반음식점,"광주광역시 동구에 가신다면 ""고향의맛순대국밥""에 방문해보세요~"
472248,옛날토종국,광주광역시 동구 제봉로17번길 8,광주광역시 동구 학동 55-96,35.1398,126.9216,,식육(숯불구이),일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""옛날토종국""을 추천합니다."
472249,소태골,광주광역시 동구 지원로6번길 24,광주광역시 동구 소태동 676-10,35.1218,126.9337,062-224-2242,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 소태역 근처에 있는 ""소태골""을 추천합니다!"
472250,호남식당,광주광역시 동구 양림로 117,광주광역시 동구 학동 74-24,35.14,126.9207,062-223-8045,식육(숯불구이),일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""호남식당""을 추천합니다!"
472251,블랙번그릴,광주광역시 동구 지호로 155,광주광역시 동구 지산동 67-7,35.1497,126.9451,062-223-3392,한식,일반음식점,"광주광역시 동구에 가신다면 ""블랙번그릴""에 방문해보세요~"
472252,봄날의매미,광주광역시 동구 중앙로160번길 9-17,광주광역시 동구 황금동 3,35.1483,126.9144,070-7559-0592,,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""봄날의매미""에 방문해보세요. 금남로4가역 근처에 있습니다."
472253,종합음식점,광주광역시 동구 제봉로17번길 4-1,광주광역시 동구 학동 55-153,35.1401,126.9217,062-222-8351,식육(숯불구이),일반음식점,"2021년 03월 19일 KBS1 6시내고향 7243회에서 소개되었던 맛집, ""종합음식점""입니다! 광주광역시 동구 근처라면 방문해보세요."
472254,현대회관,광주광역시 동구 남문로622번길 6,광주광역시 동구 소태동 566-27,35.1265,126.932,062-222-2905,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""현대회관""을 추천합니다!"
472255,무등산국밥,광주광역시 동구 제봉로17번길 2,광주광역시 동구 학동 55-78,35.1402,126.9218,062-233-2051,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""무등산국밥""을 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
472256,전라도원조떡갈비,광주광역시 동구 백서로166번길 5-12,광주광역시 동구 서석동 470-46,35.1435,126.924,,,일반음식점,"""전라도원조떡갈비""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
472257,게츠비,광주광역시 동구 중앙로160번길 23-4,광주광역시 동구 황금동 57,35.147,126.9157,062-228-5757,,일반음식점,"""게츠비""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
472258,모모스테이크(충장점),광주광역시 동구 중앙로160번길 31-2,광주광역시 동구 황금동 84,35.1464,126.9162,062-224-2800,분식,일반음식점,"""모모스테이크(충장점)""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
472259,칭찬,광주광역시 동구 제봉로 228,광주광역시 동구 대인동 321-16,35.1553,126.9134,,중국식,일반음식점,"""칭찬""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
472260,장터팥죽,광주광역시 동구 제봉로 190,광주광역시 동구 대인동 313-18,35.1533,126.9166,062-222-8662,기타,일반음식점,"""장터팥죽""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
472262,수기식당,광주광역시 동구 독립로 228,광주광역시 동구 수기동 3-1,35.1523,126.9086,062-234-8515,식육(숯불구이),일반음식점,"""수기식당""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로5가역입니다."
472263,호우메이디저트연구소,광주광역시 동구 충장로안길 40,광주광역시 동구 황금동 74-1,35.1469,126.9171,,,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""호우메이디저트연구소""에 가보시는 건 어떨까요?"
472264,부부식당 국밥 순대,광주광역시 동구 제봉로17번길 8-1,광주광역시 동구 학동 56-2,35.1398,126.9216,062-233-2458,식육(숯불구이),일반음식점,"광주광역시 동구에 가신다면 ""부부식당 국밥 순대""에 방문해보세요~"
472265,계림원(광주점),광주광역시 동구 중앙로 257,광주광역시 동구 계림동 330-1,35.1549,126.9204,,한식,일반음식점,"광주광역시 동구에 가신다면 ""계림원(광주점)""에 방문해보세요~"
472266,한잔해,광주광역시 동구 제봉로222번길 9,광주광역시 동구 대인동 316-9,35.1557,126.9142,,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""한잔해""를 추천합니다!"
472267,까페 더 조은날,광주광역시 동구 지호로100번길 4,광주광역시 동구 지산동 218-34,35.1479,126.9396,062-228-7784,,일반음식점,"""까페 더 조은날""은 광주광역시 동구에 있습니다."
472268,칩스바,광주광역시 동구 문화전당로35번길 22,광주광역시 동구 불로동 131-1,35.1451,126.9167,,탕류(보신용),일반음식점,"""칩스바""는 광주광역시 동구에 있습니다."
472269,은하식당,광주광역시 동구 구성로194번길 5,광주광역시 동구 대인동 100-1,35.1527,126.9146,,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""은하식당""을 추천합니다!"
472270,이시스,광주광역시 동구 필문대로287번길 15-10,광주광역시 동구 지산동 511-9,35.1456,126.929,062-222-5648,호프/통닭,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""이시스""를 추천합니다."
472271,금탑 소머리국밥,광주광역시 동구 독립로264번길 6,광주광역시 동구 금남로5가 9-2,35.1543,126.9118,062-224-3380,식육(숯불구이),일반음식점,"""금탑 소머리국밥""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로5가역입니다."
472272,샘이깊은물,광주광역시 동구 문화전당로23번길 1,광주광역시 동구 남동 166-3,35.1446,126.9193,062-233-1007,기타,일반음식점,"""샘이깊은물""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
472273,옛날전통국밥,광주광역시 동구 양림로 128,광주광역시 동구 학동 55-77,35.1403,126.9217,062-227-8181,식육(숯불구이),일반음식점,"""옛날전통국밥""은 광주광역시 동구에 있습니다."
